iter	MultiClass
261	0.8835949611
262	0.8824143991
263	0.8813140902
264	0.8802510493
265	0.8787487261
266	0.8776806598
267	0.8765966337
268	0.875443112
269	0.8740046178
270	0.8728430887
271	0.8714975638
272	0.8704177829
273	0.8692686566
274	0.8680608789
275	0.8668030342
276	0.8657519753
277	0.8646523782
278	0.8635476504
279	0.8624653203
280	0.8614178835
281	0.8603580546
282	0.859308576
283	0.8580771089
284	0.8569995897
285	0.8558299291
286	0.8548631436
287	0.8537375702
288	0.8527678965
289	0.8512984598
290	0.8501435387
291	0.8491190176
292	0.8480548155
293	0.8469378823
294	0.8458851295
295	0.8449099236
296	0.8438053677
297	0.8426804283
298	0.8416451025
299	0.8403911104
300	0.839473932
301	0.8385183467
302	0.8374902746
303	0.836444244
304	0.8354594664
305	0.8340629308
306	0.8330888205
307	0.8320280519
308	0.8308718743
309	0.8299528431
310	0.8289701946
311	0.827906575
312	0.8266546612
313	0.8256536717
314	0.824501849
315	0.82357667
316	0.822632701
317	0.8216853909
318	0.8207072013
319	0.8196305933
320	0.8186508133
321	0.8176970743
322	0.8167213545
323	0.8157832797
324	0.8148872666
325	0.8139255425
326	0.812840728
327	0.8118546216
328	0.8108940723
329	0.8100027513
330	0.809135997
331	0.8082289605
332	0.8073133119
333	0.8062455766
334	0.8052890584
335	0.8043434655
336	0.8033870977
337	0.8025227495
338	0.8015208638
339	0.8007150383
340	0.7997252162
341	0.7987106977
342	0.7977366344
343	0.7967500554
344	0.7958509093
345	0.7950727892
346	0.7942049843
347	0.7933000886
348	0.7923518626
349	0.7913902571
350	0.7905536718
351	0.7897169354
352	0.788787125
353	0.7876674943
354	0.7868304223
355	0.7860542832
356	0.7851842144
357	0.7843341989
358	0.7833748797
359	0.7824491093
360	0.781451911
361	0.7806374544
362	0.7797942032
363	0.7789187409
364	0.7780977684
365	0.7772267071
366	0.7763097676
367	0.775432458
368	0.7745657601
369	0.7736769203
370	0.7729621575
371	0.7720091161
372	0.7711510437
373	0.7702855554
374	0.7695783399
375	0.7687680155
376	0.7678522293
377	0.7669535283
378	0.7662285191
379	0.7652997788
380	0.7645527351
381	0.7637002105
382	0.762698726
383	0.7619190006
384	0.7610143591
385	0.760094146
386	0.7592697789
387	0.7584927745
388	0.757716634
389	0.7568542561
390	0.7560271009
391	0.7553160411
392	0.7546073899
393	0.7536363632
394	0.752632058
395	0.7519059891
396	0.7512131197
397	0.7502643
398	0.749479903
399	0.7486979286
400	0.7476598718
401	0.7469642213
402	0.7462360032
403	0.7455007229
404	0.7446539225
405	0.7438164125
406	0.7430582105
407	0.7422773494
408	0.7415515935
409	0.7407676386
410	0.7399585159
411	0.7393300302
412	0.7386061254
413	0.7377929305
414	0.7367447445
415	0.7358794251
416	0.7351411452
417	0.734381452
418	0.7336834124
419	0.7328455062
420	0.7321261811
421	0.7314078567
422	0.7307842164
423	0.7300739672
424	0.7293911134
425	0.7285747051
426	0.727861916
427	0.7271567059
428	0.7262202235
429	0.7254070668
430	0.7246910334
431	0.7238453845
432	0.7231252504
433	0.7223637866
434	0.7216780754
435	0.7208791633
436	0.7201602297
437	0.7195078362
438	0.7188302846
439	0.7180728154
440	0.7172486688
441	0.7165387678
442	0.7158394083
443	0.7152265976
444	0.7145196643
445	0.7137736398
446	0.7129257126
447	0.7121026945
448	0.7114653185
449	0.7107764377
450	0.7099988673
451	0.7092219726
452	0.7085721703
453	0.7078065267
454	0.7070982994
455	0.7064498913
456	0.705669673
457	0.7049606766
458	0.7041333207
459	0.703401808
460	0.7027135725
461	0.7020203767
462	0.7013660236
463	0.7007298906
464	0.7000597101
465	0.6994690835
466	0.6988368403
467	0.6981798369
468	0.6975350461
469	0.6968383813
470	0.6961083997
471	0.6953812138
472	0.6946389055
473	0.6939354706
474	0.6932234705
475	0.6925281927
476	0.6919102047
477	0.6912610188
478	0.6906457114
479	0.689946084
480	0.6892930658
481	0.6886275653
482	0.6880587302
483	0.687374784
484	0.6867166357
485	0.685969331
486	0.6853996422
487	0.6848307767
488	0.6841586334
489	0.6834574848
490	0.6828443878
491	0.6822475195
492	0.6815940787
493	0.6809825228
494	0.6804175497
495	0.6795994914
496	0.6789555436
497	0.6783724799
498	0.6777893684
499	0.6770516578
500	0.6762469295
501	0.6754482114
502	0.6748961695
503	0.6743141604
504	0.67353488
505	0.6728468628
506	0.6722238279
507	0.6716563643
508	0.6709957876
509	0.6703756274
510	0.6697001463
511	0.6691061388
512	0.6684934318
513	0.6677460276
514	0.6672559933
515	0.6666721557
516	0.6661112608
517	0.665580047
518	0.6649191004
519	0.6643856884
520	0.6638407898
521	0.6632611492
522	0.6627137
523	0.6621017067
524	0.6613965108
525	0.6608138694
526	0.6602764678
527	0.6597121494
528	0.6591748646
529	0.6586065716
530	0.6580069092
531	0.6575293504
532	0.6569450742
533	0.6564065316
534	0.6558228584
535	0.6551744273
536	0.6546375686
537	0.6540764818
538	0.6535549591
539	0.6529749439
540	0.6523907673
541	0.6517883952
542	0.6513028937
543	0.6506428189
544	0.6502407968
545	0.6496896642
546	0.6490159721
547	0.6484150736
548	0.6478699672
549	0.6473134159
550	0.6467945516
551	0.6462295069
552	0.6455646827
553	0.6449850469
554	0.6444720166
555	0.6438689523
556	0.6433403988
557	0.6428411283
558	0.6423126618
559	0.6418301273
560	0.641243481
561	0.6406321659
562	0.6400433709
563	0.6395817083
564	0.6390530189
565	0.6387040453
566	0.6381781059
567	0.6376266021
568	0.6369712694
569	0.6365188633
570	0.6361199075
571	0.6355436351
572	0.6350302684
573	0.6343846684
574	0.6338753213
575	0.6332795198
576	0.632707145
577	0.6322232542
578	0.6316607612
579	0.6311600427
580	0.6307508139
581	0.6301849981
582	0.6297368146
583	0.6291725271
584	0.6287106143
585	0.6281612727
586	0.6275818565
587	0.6270878805
588	0.6265245919
589	0.6260036433
590	0.625499572
591	0.6248543004
592	0.6243581963
593	0.6238558035
594	0.6233921442
595	0.6229450723
596	0.6224280582
597	0.6220380968
598	0.6215337124
599	0.620983398
600	0.6206401833
601	0.6201682666
602	0.6197258154
603	0.6192226076
604	0.6187819046
605	0.6183122753
606	0.6178763057
607	0.6174510638
608	0.616960145
609	0.616473657
610	0.6159550552
611	0.6154990309
612	0.6150932982
613	0.6145649235
614	0.6140384089
615	0.6134060517
616	0.6129356304
617	0.612235482
618	0.6117284802
619	0.6112222806
620	0.6106979161
621	0.6102184642
622	0.609751216
623	0.6093792041
624	0.6089214839
625	0.6084395975
626	0.6079334432
627	0.6074508783
628	0.6069521828
629	0.6063980589
630	0.6058713587
631	0.6053389233
632	0.6049032616
633	0.6043812569
634	0.6038879099
635	0.6033161803
636	0.6027430995
637	0.6023734791
638	0.6019118924
639	0.6014198762
640	0.6009644953
641	0.6004529471
642	0.5999948347
643	0.5994721104
644	0.5989949242
645	0.5986362815
646	0.5982240035
647	0.5978403477
648	0.5975023583
649	0.5970638966
650	0.596607171
651	0.5962002277
652	0.5958234886
653	0.5954886134
654	0.5949926496
655	0.5946091967
656	0.5941381616
657	0.5937241057
658	0.593285013
659	0.5928706587
660	0.5924328329
661	0.5919810399
662	0.5915091836
663	0.5911029886
664	0.590739376
665	0.5903016596
666	0.5898539006
667	0.5894561122
668	0.5889636347
669	0.5884719674
670	0.588018055
671	0.587564543
672	0.5870293504
673	0.5866057069
674	0.5861031469
675	0.5856442311
676	0.5852685525
677	0.5847773194
678	0.5843935815
679	0.5839668578
680	0.5835459914
681	0.5831639101
682	0.5827367864
683	0.5823257112
684	0.5819414167
685	0.581386519
686	0.5809930346
687	0.5805041136
688	0.5800892558
689	0.579676778
690	0.5792396793
691	0.5788674608
692	0.5784162714
693	0.5780061393
694	0.5775938919
695	0.5771179267
696	0.5766677999
697	0.5762846576
698	0.5759875775
699	0.5756305129
700	0.5752185084
701	0.5748976224
702	0.574582178
703	0.5741467119
704	0.5737496903
705	0.573186398
706	0.5727843237
707	0.5723276633
708	0.5719758933
709	0.5715924583
710	0.5711626152
711	0.570725734
712	0.5703664301
713	0.5699176461
714	0.5694990675
715	0.5691182259
716	0.5687761128
717	0.5683330856
718	0.5679337412
719	0.567595748
720	0.5672214657
721	0.566854534
722	0.5664995322
723	0.5661147434
724	0.565773198
725	0.5654133051
726	0.5651244998
727	0.564720329
728	0.5643565319
729	0.5639426011
730	0.5635525871
731	0.5632133824
732	0.5628783353
733	0.5624513389
734	0.5621267656
735	0.5617538222
736	0.5613696188
737	0.5609865091
738	0.5606062345
739	0.560220611
740	0.559953527
741	0.5595687295
742	0.5591907194
743	0.5587750759
744	0.5584650217
745	0.5581186581
746	0.5577324318
747	0.5573705994
748	0.5569956819
749	0.5566635892
750	0.5562085587
751	0.5559085032
752	0.5555431394
753	0.5551423001
754	0.5547622706
755	0.5543624855
756	0.5540133465
757	0.5536565027
758	0.5533622014
759	0.5529900609
760	0.5525382003
761	0.5521511328
762	0.5518639204
763	0.551522606
764	0.5512182579
765	0.550881153
766	0.5504914072
767	0.5501298246
768	0.5498229149
769	0.5494663514
770	0.5490572836
771	0.5488159
772	0.5484515181
773	0.5480945878
774	0.5478539225
775	0.5475308745
776	0.5471201484
777	0.5467449225
778	0.5463678319
779	0.5460668152
780	0.5456714139
781	0.545423377
782	0.5451346005
783	0.5447767362
784	0.5443774626
785	0.5441537757
786	0.5438507836
787	0.5435077013
788	0.5432462123
789	0.5429464805
790	0.5425948737
791	0.542285729
792	0.5419447676
793	0.5415678102
794	0.5412919375
795	0.5409797716
796	0.5407135929
797	0.5404022578
798	0.5400468736
799	0.5397836856
800	0.5395018717
801	0.5392559743
802	0.5389051777
803	0.5386023622
804	0.5383093915
805	0.5380646203
806	0.537655454
807	0.5372498965
808	0.5369363382
809	0.5365952894
810	0.536258796
811	0.5359163653
812	0.5355798541
813	0.5352974285
814	0.5349603316
815	0.534516632
816	0.53418548
817	0.5338477871
818	0.53354648
819	0.5332500084
820	0.5328250473
821	0.5324570527
822	0.5321818434
823	0.5318313362
824	0.5315755621
825	0.5312813689
826	0.5309662115
827	0.5307154481
828	0.5304390496
829	0.5301506209
830	0.529886198
831	0.5295875183
832	0.5292954542
833	0.5289891618
834	0.5287170275
835	0.528413355
836	0.5281594074
837	0.5278728826
838	0.5276027422
839	0.5273341642
840	0.5270375738
841	0.5267752628
842	0.526543099
843	0.5262781073
844	0.5260429996
845	0.5257257031
846	0.5254953852
847	0.5251976785
848	0.5248712108
849	0.5245319645
850	0.5242420064
851	0.5240626041
852	0.5237923452
853	0.5234703347
854	0.5231832228
855	0.5229202579
856	0.5226506453
857	0.5223222177
858	0.5220718524
859	0.5217116871
860	0.5213803364
861	0.5210554365
862	0.5206960163
863	0.5203622485
864	0.5200715264
865	0.519859174
866	0.5195202781
867	0.5193070692
868	0.5190455808
869	0.5188170813
870	0.5185876772
871	0.5182559118
872	0.5180313782
873	0.517663982
874	0.5173820928
875	0.517100999
876	0.5167888538
877	0.5164860631
878	0.5161975755
879	0.5159110478
880	0.5155935798
881	0.5153740559
882	0.5151014635
883	0.5148240203
884	0.5145209088
885	0.5142653283
886	0.513984006
887	0.5136204491
888	0.5133444548
889	0.5131987987
890	0.5129268095
891	0.5125942358
892	0.5123947263
893	0.5121139863
894	0.5118372958
895	0.5115851776
896	0.5112271107
897	0.5110646013
898	0.510928399
899	0.5106943943
900	0.5104153886
901	0.5100905904
902	0.509843984
903	0.5095192103
904	0.5092410016
905	0.5089270678
906	0.5086312854
907	0.5082926488
908	0.5080142047
909	0.5078462189
910	0.5075716064
911	0.5073827506
912	0.5070689492
913	0.5067607645
914	0.5065194076
915	0.5062323111
916	0.5060334911
917	0.5058005236
918	0.5055476835
919	0.505269905
920	0.5051175604
921	0.5049390438
922	0.5047399239
923	0.504552581
924	0.5043289913
925	0.5040072074
926	0.5037458046
927	0.503539387
928	0.5032709162
929	0.5028976526
930	0.5025990702
931	0.5024006444
932	0.5021352685
933	0.5018998091
934	0.5016845091
935	0.5014772047
936	0.5011853235
937	0.500916654
938	0.5007002615
939	0.5003710957
940	0.5001946106
941	0.499907544
942	0.4997482193
943	0.4994653921
944	0.4992814986
945	0.4990336984
946	0.4988270052
947	0.4986624915
948	0.4984473308
949	0.4982062745
950	0.498023447
951	0.4977946117
952	0.4976315094
953	0.4973935434
954	0.4971534915
955	0.4969086981
956	0.4967442982
957	0.4965286478
958	0.4963483938
959	0.4961057778
960	0.4959438715
961	0.49573652
962	0.495607439
963	0.4954600708
964	0.4952516509
965	0.4949864847
966	0.4947504043
967	0.4944897942
968	0.4943046877
969	0.4942062157
970	0.4940164898
971	0.4940009407
972	0.4937615123
973	0.4934974538
974	0.493327603
975	0.493033924
976	0.4928329434
977	0.4924848599
978	0.4922221479
979	0.4919997758
980	0.4918159732
981	0.4915569055
982	0.4914771708
983	0.4912283999
984	0.4910735164
985	0.4909100898
986	0.4907102273
987	0.4905230547
988	0.490358954
989	0.4901500274
990	0.4899231198
991	0.4896903884
992	0.4894976671
993	0.4893180591
994	0.4891214662
995	0.4889173604
996	0.4886964347
997	0.4885658424
998	0.4884029011
999	0.488270031
